CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,LAT,LONG
41718679,LA NUIT,MANHATTAN,1134,1 AVENUE,10065,6464540499,Tapas,10/29/2014,Violations were cited in the following area(s).,15T,Original label for tobacco products sold or offered for sale.,Not Critical,,,40.7616011,-73.9601846
50003407,FUNG TU,MANHATTAN,22,ORCHARD ST,10002,2122198785,Chinese,4/29/2015,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,12,,40.715315,-73.9914152
40986401,PAX,MANHATTAN,225,WEST   42 STREET,10036,2128693535,American,3/10/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,40.7565487,-73.9881732
41315391,SOOKK THAI RESTAURANT,MANHATTAN,2686,BROADWAY,10025,2128700253,Thai,2/19/2015,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,21,,40.798657,-73.968329
41233598,ALACHI MASALA INDIAN RESTAURANT,MANHATTAN,488,AMSTERDAM AVENUE,10024,2128740737,Indian,5/6/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,40.7861914,-73.9764569
50015835,KAPPO MASA,MANHATTAN,976,MADISON AVE,10075,2128239807,Japanese,10/1/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,,40.7746615,-73.9635456
50017305,COFFEED,MANHATTAN,590,AVENUE OF THE AMERICAS,10011,7186061299,CafÃ©/Coffee/Tea,6/3/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,22,,40.7389298,-73.9951726
50018269,CHECKERS,MANHATTAN,225,1ST AVE,10003,2127771115,Hamburgers,1/14/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,45,,40.7310284,-73.9831763
41473931,WHISKEY REBEL,MANHATTAN,129,LEXINGTON AVENUE,10016,2126863800,American,5/4/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,,40.7429218,-73.9819893
40378970,CAESAR'S PALACE,MANHATTAN,493,AMSTERDAM AVENUE,10024,2127247886,Pizza,3/19/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,40.7860813,-73.9758278
41164678,NIOS RESTAURANT,MANHATTAN,130,WEST   46 STREET,10036,2124852400,American,5/9/2014,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,40.7577951,-73.9837641
50004312,KFC,MANHATTAN,242,E 14TH ST,10003,8776944474,Chicken,8/29/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,,40.7322684,-73.985349
41201799,CHIPOTLE MEXICAN GRILL,MANHATTAN,1221,6 AVENUE,10020,2125758424,Mexican,10/5/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,8,A,40.7594099,-73.98222
40745126,PINOCCHIO RISTORANTE,MANHATTAN,1748,1 AVENUE,10128,2128285810,Italian,10/2/2014,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,54,,40.7796666,-73.9469822
41234821,GYU-KAKU,MANHATTAN,34,COOPER SQUARE,10003,2124752989,Japanese,3/11/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,,40.728255,-73.9914601
50002692,.TAO,MANHATTAN,92,9TH AVE,10011,2128882724,Asian,12/11/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,15,,40.7424482,-74.0038967
40953735,CUCINA AND CO.,MANHATTAN,600,5 AVENUE,10020,2123327633,American,2/14/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,40.7576057,-73.9783141
50014840,HUA JI PORK CHOP FAST FOOD,MANHATTAN,7,ALLEN ST,10002,2122199876,Chinese,10/20/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,27,,40.7148068,-73.9930961
41582298,HALE & HEARTY SOUP,MANHATTAN,655,6 AVENUE,10010,2127929922,Soups & Sandwiches,11/28/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9,,40.7414476,-73.994216
50009331,Greenforce Juice,MANHATTAN,2265,BROADWAY,10024,2128770077,"Juice, Smoothies, Fruit Salads",3/31/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,28,,40.785532,-73.9791575
40645573,PO RESTAURANT,MANHATTAN,31,CORNELIA STREET,10014,2126452189,Italian,4/8/2014,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,9,,40.7314194,-74.0025691
40679269,HOUSE OF BREWS,MANHATTAN,302,WEST   51 STREET,10019,2125417080,American,11/7/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,40.7629384,-73.9862531
50043011,THE BURGARY,MANHATTAN,67,CLINTON ST,10002,9174953574,Other,4/27/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,40.7194218,-73.9850726
40402397,THE RIVER CLUB,MANHATTAN,447,EAST   52 STREET,10022,2127510100,American,1/5/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,40.7544774,-73.9632744
40698303,EUROPA CAFE,MANHATTAN,599,LEXINGTON AVENUE,10022,2127556622,American,9/8/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,,40.7577972,-73.9707325
41319437,IL CORSO RISTORANTE ITALIANO,MANHATTAN,54,WEST   55 STREET,10019,2129571500,Italian,7/27/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26,,40.762427,-73.977199
41289885,LA PRECIOSA CHINA RESTAURANT,MANHATTAN,163,EAST  116 STREET,10029,2123693921,Chinese,11/25/2013,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,52,,40.7985959,-73.940812
41360076,DIG INN SEASONAL MARKET,MANHATTAN,40,WEST   55 STREET,10019,2122466844,American,2/24/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,40.7622032,-73.9767455
40665730,GRAND HAVANA ROOM,MANHATTAN,666,5 AVENUE,10019,2122451600,American,5/2/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,40.760163,-73.976204
41322812,ROCKY'S PIZZERIA & RESTAURANT II,MANHATTAN,607,2 AVENUE,10016,2126834151,Pizza/Italian,1/6/2014,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,15,B,40.7443999,-73.9764532
50007352,RACINES,MANHATTAN,94,CHAMBERS ST,10007,2122273400,French,4/3/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,,40.7145553,-74.0075693
50044104,PIECE OF VELVET,MANHATTAN,17,W 125TH ST,10027,6468632969,"Ice Cream, Gelato, Yogurt, Ices",2/23/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,82,,40.8070104,-73.9430856
40600160,LE PARIS BISTROT FRANCAIS,MANHATTAN,1312,MADISON AVENUE,10128,2122890997,French,4/8/2015,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,12,A,40.7852711,-73.9558185
41572551,EATS,MANHATTAN,1055,LEXINGTON AVENUE,10021,2123963287,American,2/25/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,29,,40.7721981,-73.960648
50000719,THE IMMIGRANT TAP ROOM,MANHATTAN,341,E 9TH ST,10003,2126772545,Other,7/30/2013,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,40.7285659,-73.9853652
40944804,BLAGGARD'S PUB,MANHATTAN,8,WEST   38 STREET,10018,2123822611,Irish,8/5/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,40.7510922,-73.9835867
41377220,FLORIDITA BAKERY,MANHATTAN,4187,BROADWAY,10033,2127404141,Bakery,3/21/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,31,,40.8478309,-73.9381909
40837500,OLD CASTLE PUB & RESTAURANT,MANHATTAN,160,WEST   54 STREET,10019,2124714860,American,12/23/2013,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,34,,40.7631351,-73.9809536
50000039,INTELLIGENTSIA COFFEE,MANHATTAN,180,10 AVENUE,10011,2129339736,CafÃ©/Coffee/Tea,9/6/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,20,,40.7459766,-74.0046631
50017015,AL HORNO LEAN MEXICAN,MANHATTAN,1089,2ND AVE,10022,2125469319,Mexican,3/12/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,,40.7596913,-73.9653039
40570508,THE GREEN TABLE(CHELSEA MARKET),MANHATTAN,428,WEST   16 STREET,10011,2127419174,American,1/21/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,,40.7426064,-74.005761
40387986,LENOX HILL GRILL/PIZZA,MANHATTAN,1105,LEXINGTON AVENUE,10075,2128799520,American,7/30/2015,No violations were recorded at the time of this inspection.,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,40.773716,-73.959504
50002454,CHURCH PUBLICK,MANHATTAN,78,READE ST,10007,2122673000,American,5/10/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,40.7154939,-74.0071795
40929097,PIANOS,MANHATTAN,158,LUDLOW STREET,10002,2125053733,American,3/3/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,40.7210244,-73.9877377
41346086,KEN'S ASIAN TASTE,MANHATTAN,40,BOWERY,10013,2126080806,Chinese,9/16/2013,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,63,,40.7155732,-73.996948
50001312,MEW,MANHATTAN,53,W 35TH ST,10001,6463689384,Japanese,9/22/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21,,40.7503282,-73.9863619
41709840,THE DAKOTA BAR,MANHATTAN,53,WEST   72 STREET,10023,2127870700,American,3/19/2015,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,8,A,40.7775212,-73.9783526
50017536,ELI'S ESSENTIALS,MANHATTAN,26,E 91ST ST,10128,6467553999,Sandwiches/Salads/Mixed Buffet,7/17/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,28,,40.783951,-73.9568513
41432497,UP COFFEE,MANHATTAN,2950,BROADWAY,10027,2128546675,American,11/2/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,40.8076308,-73.9636318
40906490,VIA DELLA PACE,MANHATTAN,48,EAST    7 STREET,10003,2122535803,Italian,5/11/2016,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,11,A,40.7276903,-73.9877458
41351524,CLUB A STEAKHOUSE,MANHATTAN,240,EAST   58 STREET,10022,2126884190,Steak,2/26/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,39,,40.7600624,-73.9655663
41519872,SUBWAY,MANHATTAN,563,LENOX AVENUE,10037,2128620104,Sandwiches,2/3/2016,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,7,A,40.8164259,-73.9392614
41085105,BROADWAY AU LAIT,MANHATTAN,307072,BROADWAY,10027,2128658429,Vegetarian,7/8/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,40.7947292,-73.971598
50045565,THAI WOK,MANHATTAN,1406,MADISON AVE,10029,2129876185,Thai,9/24/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,40.7881659,-73.9536856
50000038,BARAWINE,MANHATTAN,27,W 120TH ST,10027,6467564154,French,6/13/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,23,,40.8043657,-73.9473059
50000711,THE MANHATTAN AT TIMES SQUARE,MANHATTAN,790,7TH AVE,10019,2126218503,CafÃ©/Coffee/Tea,7/13/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,50,C,40.761985,-73.9829247
40689838,SMOKE,MANHATTAN,2751,BROADWAY,10025,2128646662,American,11/27/2012,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,40.8011473,-73.968266
40942073,RE SETTE,MANHATTAN,7,WEST   45 STREET,10036,2122217530,Italian,6/9/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,65,,40.7558969,-73.9800634
40712781,LUPA OSTERIA ROMANA,MANHATTAN,170,THOMPSON STREET,10012,2129821889,Italian,4/22/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,40.7276164,-74.0000609
41172672,WENG'S PALACE,MANHATTAN,304,WEST   40 STREET,10018,2128686868,Chinese,1/6/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,25,,40.7560704,-73.9914127
40825868,KOSHER DELUXE,MANHATTAN,10,WEST   46 STREET,10036,2128696699,Jewish/Kosher,5/9/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,40.7562341,-73.980048
40947919,DOS CAMINOS SOHO,MANHATTAN,475,WEST BROADWAY,10012,2122774300,Mexican,9/8/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,40.7266115,-73.999915
50004684,CHINA BLUE,MANHATTAN,451,WASHINGTON ST,10013,2124310111,Chinese,4/14/2016,No violations were recorded at the time of this inspection.,,,Not Applicable,,,40.723984,-74.00996
50013230,SHORTY'S,MANHATTAN,1678,1ST AVE,10128,2123482300,American,11/19/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20,,40.7778525,-73.9483333
50004809,BAR BACON,MANHATTAN,836,9TH AVE,10019,6463620622,American,6/29/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33,,40.7662664,-73.9863772
41621699,MI PASO CENTRO AMERICANO RESTAURANT,MANHATTAN,4129,BROADWAY,10033,2129280866,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/25/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,14,,40.8457156,-73.9388079
50019068,BAAL CAFE AND FALAFEL,MANHATTAN,71,SULLIVAN ST,10012,9176099779,Mediterranean,3/27/2015,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,7,A,40.7244068,-74.0037985
41576850,WEST END BAR & GRILL,MANHATTAN,813,8 AVENUE,10019,2127078986,American,10/28/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,40.7616668,-73.986858
41172855,GABRIELA'S RESTAURANTE,MANHATTAN,688,COLUMBUS AVENUE,10025,2129619600,Mexican,8/20/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,,40.7912788,-73.96908
41587826,CASCABEL TAQUERIA,MANHATTAN,2799,BROADWAY,10025,2126651500,Mexican,11/15/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,25,Z,40.8028278,-73.9680575
40591490,WEST 53RD GOURMET DELI,MANHATTAN,1301,AVENUE OF THE AMERICAS,10019,2129746075,Delicatessen,4/8/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,22,,40.7617895,-73.9800317
41702637,INTERNATIONAL WINGS FACTORY,MANHATTAN,1762,FIRST AVENUE,10128,2123482627,American,5/6/2013,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,11,A,40.7802574,-73.9465966
40397624,LE MIRAGE CAFE,MANHATTAN,20,WEST   43 STREET,10036,2123541234,American,10/30/2014,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,26,B,40.7544806,-73.9817926
41709933,RADIANCE,MANHATTAN,208,EAST   50 STREET,10022,2128888060,Chinese,5/26/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,28,C,40.7554154,-73.9705757
40978159,CANDLE 79 RESTAURANT,MANHATTAN,154,EAST   79 STREET,10075,2125377179,Vegetarian,9/10/2015,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,12,,40.7746521,-73.9587231
41148810,TROPICAL SPANISH RESTAURANT,MANHATTAN,3771,BROADWAY,10032,2124914300,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/14/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,,40.8340361,-73.9455421
40799593,SING SING KARAOKE,MANHATTAN,81,AVENUE A,10009,2126740700,Other,2/25/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,23,,40.7251929,-73.9845147
41313211,AFRICAN AMERICAN BEST FOOD,MANHATTAN,410,LENOX AVENUE,10037,2126908052,African,9/12/2013,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,9,A,40.811203,-73.9428906
41394959,BOHEMIAN NEW YORK,MANHATTAN,57,GREAT JONES ST,10012,2123881070,Japanese,10/16/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,25,,40.726408,-73.9923615
41096634,BOSTON MARKET,MANHATTAN,885,10 AVENUE,10019,2122624694,American,10/17/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29,,40.7697239,-73.9885373
41310578,EASTEND BAR & GRILL,MANHATTAN,1664,1 AVENUE,10028,2123483783,American,9/26/2014,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,28,,40.7772838,-73.9487508
40758830,JALAPENO DELI,MANHATTAN,1629,LEXINGTON AVENUE,10029,2128282803,Mexican,2/4/2015,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,17,,40.790024,-73.9476907
41563217,NELLY SPILLANE'S,MANHATTAN,18,EAST   33 STREET,10016,2127929672,American,11/6/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,40.7471622,-73.9842012
41087519,REDEMPTION GRILL,MANHATTAN,1003,2 AVENUE,10022,2123194545,American,8/1/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,16,,40.7569612,-73.9673168
41200490,THE GAF,MANHATTAN,401,WEST   48 STREET,10036,2123077536,American,2/27/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,40.7625653,-73.9901381
41639573,CORNER SOCIAL,MANHATTAN,321,LENOX AVENUE,10027,2125108552,American,6/10/2015,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,26,,40.8086006,-73.9449775
41262328,MCDONALD'S,MANHATTAN,39,UNION SQUARE WEST,10003,2126459079,Hamburgers,2/8/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,40.7370826,-73.9908315
41473028,OLD SICHUAN CUISINE,MANHATTAN,65,BAYARD STREET,10013,2122279888,Chinese,7/1/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,B,40.715307,-73.9981475
41585919,GOOGLE WATER TOWER CAFE,MANHATTAN,111,8 AVENUE,10011,2125659548,American,11/12/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,40.7409573,-74.0021187
41699427,D'MILTON RESTAURANT,MANHATTAN,94,ST NICHOLAS PLACE,10032,2122348888,Spanish,8/7/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,34,,40.8298955,-73.9400793
50032861,BOX KITE COFFEE,MANHATTAN,128,W 72ND ST,10023,2125748202,CafÃ©/Coffee/Tea,4/15/2015,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,11,A,40.7776253,-73.9800278
50043153,SANT AMBROEUS CAFE AT SOTHEBY'S,MANHATTAN,1334,YORK AVE,10021,2126067070,American,1/22/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,B,40.7662923,-73.9535468
41160620,TERESA'S GOURMET,MANHATTAN,51,WEST   51 STREET,10019,2122657988,American,4/15/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,,40.7604055,-73.9793609
40987128,AMBROSIA,MANHATTAN,8,WEST   45 STREET,10036,2129210024,Korean,10/9/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,40.7555468,-73.9803827
